# PLAZA instance : diatoms_01
# File generation timestamp : Wed Apr 22 15:36:27 CEST 2020
#"transcript_id";"gene_id"
"Sro1035_g233881.1";"Sro1035_g233881"
"Sro1035_g233890.1";"Sro1035_g233890"
"Sro1035_g233900.1";"Sro1035_g233900"
"Sro1035_g233910.1";"Sro1035_g233910"
"Sro1035_g233920.1";"Sro1035_g233920"
"Sro1035_g233930.1";"Sro1035_g233930"
"Sro1035_g233940.1";"Sro1035_g233940"
"Sro1035_g233950.1";"Sro1035_g233950"
"Sro1035_g233960.1";"Sro1035_g233960"
"Sro1035_g233970.1";"Sro1035_g233970"
"Sro1036_g233980.1";"Sro1036_g233980"
"Sro1036_g233990.1";"Sro1036_g233990"
"Sro1036_g234000.2";"Sro1036_g234000"
"Sro1036_g234010.1";"Sro1036_g234010"
"Sro1036_g234020.1";"Sro1036_g234020"
"Sro1036_g234030.1";"Sro1036_g234030"
"Sro1036_g234040.1";"Sro1036_g234040"
"Sro1036_g234041.1";"Sro1036_g234041"
"Sro1036_g234050.1";"Sro1036_g234050"
"Sro1036_g234060.1";"Sro1036_g234060"
"Sro1036_g234070.1";"Sro1036_g234070"
"Sro1036_g234080.1";"Sro1036_g234080"
"Sro1036_g234090.1";"Sro1036_g234090"
"Sro1036_g234100.1";"Sro1036_g234100"
"Sro1037_g234110.1";"Sro1037_g234110"
"Sro1037_g234111.1";"Sro1037_g234111"
"Sro1037_g234120.1";"Sro1037_g234120"
"Sro1037_g234130.1";"Sro1037_g234130"
"Sro1037_g234140.1";"Sro1037_g234140"
"Sro1037_g234150.1";"Sro1037_g234150"
"Sro1037_g234160.1";"Sro1037_g234160"
"Sro1037_g234170.1";"Sro1037_g234170"
"Sro1037_g234180.1";"Sro1037_g234180"
"Sro1037_g234190.1";"Sro1037_g234190"
"Sro1037_g234200.1";"Sro1037_g234200"
"Sro1037_g234210.1";"Sro1037_g234210"
"Sro1037_g234220.1";"Sro1037_g234220"
"Sro1038_g234230.1";"Sro1038_g234230"
"Sro1038_g234240.1";"Sro1038_g234240"
"Sro1038_g234250.1";"Sro1038_g234250"
"Sro1038_g234260.1";"Sro1038_g234260"
"Sro1038_g234270.1";"Sro1038_g234270"
"Sro1038_g234280.1";"Sro1038_g234280"
"Sro1038_g234290.1";"Sro1038_g234290"
"Sro1038_g234291.1";"Sro1038_g234291"
"Sro1038_g234300.1";"Sro1038_g234300"
"Sro1038_g234310.1";"Sro1038_g234310"
"Sro1038_g234320.1";"Sro1038_g234320"
"Sro1038_g234330.1";"Sro1038_g234330"
"Sro1038_g234340.1";"Sro1038_g234340"
"Sro1039_g234350.1";"Sro1039_g234350"
"Sro1039_g234360.1";"Sro1039_g234360"
"Sro1039_g234370.1";"Sro1039_g234370"
"Sro1039_g234380.1";"Sro1039_g234380"
"Sro1039_g234390.1";"Sro1039_g234390"
"Sro1039_g234400.1";"Sro1039_g234400"
"Sro1039_g234410.1";"Sro1039_g234410"
"Sro1039_g234420.1";"Sro1039_g234420"
"Sro1039_g234430.1";"Sro1039_g234430"
"Sro103_g052270.1";"Sro103_g052270"
"Sro103_g052280.1";"Sro103_g052280"
"Sro103_g052290.1";"Sro103_g052290"
"Sro103_g052300.1";"Sro103_g052300"
"Sro103_g052310.1";"Sro103_g052310"
"Sro103_g052320.1";"Sro103_g052320"
"Sro103_g052330.1";"Sro103_g052330"
"Sro103_g052340.1";"Sro103_g052340"
"Sro103_g052350.1";"Sro103_g052350"
"Sro103_g052360.2";"Sro103_g052360"
"Sro103_g052370.1";"Sro103_g052370"
"Sro103_g052380.1";"Sro103_g052380"
"Sro103_g052390.1";"Sro103_g052390"
"Sro103_g052400.1";"Sro103_g052400"
"Sro103_g052410.1";"Sro103_g052410"
"Sro103_g052420.1";"Sro103_g052420"
"Sro103_g052430.1";"Sro103_g052430"
"Sro103_g052440.1";"Sro103_g052440"
"Sro103_g052450.1";"Sro103_g052450"
"Sro103_g052460.1";"Sro103_g052460"
"Sro103_g052470.1";"Sro103_g052470"
"Sro103_g052480.1";"Sro103_g052480"
"Sro103_g052490.1";"Sro103_g052490"
"Sro103_g052500.1";"Sro103_g052500"
"Sro103_g052510.1";"Sro103_g052510"
"Sro103_g052520.1";"Sro103_g052520"
"Sro103_g052530.1";"Sro103_g052530"
"Sro103_g052540.1";"Sro103_g052540"
"Sro103_g052550.1";"Sro103_g052550"
"Sro103_g052551.1";"Sro103_g052551"
"Sro103_g052560.1";"Sro103_g052560"
"Sro103_g052570.1";"Sro103_g052570"
"Sro103_g052580.1";"Sro103_g052580"
"Sro103_g052590.1";"Sro103_g052590"
"Sro103_g052600.1";"Sro103_g052600"
"Sro103_g052610.1";"Sro103_g052610"
"Sro103_g052620.1";"Sro103_g052620"
"Sro103_g052630.1";"Sro103_g052630"
"Sro1040_g234440.1";"Sro1040_g234440"
"Sro1040_g234450.1";"Sro1040_g234450"
"Sro1040_g234480.1";"Sro1040_g234480"
"Sro1040_g234481.1";"Sro1040_g234481"
"Sro1041_g234490.1";"Sro1041_g234490"
"Sro1041_g234500.1";"Sro1041_g234500"
"Sro1041_g234510.1";"Sro1041_g234510"
"Sro1041_g234520.1";"Sro1041_g234520"
"Sro1041_g234530.1";"Sro1041_g234530"
"Sro1041_g234540.1";"Sro1041_g234540"
"Sro1041_g234550.1";"Sro1041_g234550"
"Sro1041_g234560.1";"Sro1041_g234560"
"Sro1041_g234570.1";"Sro1041_g234570"
"Sro1041_g234580.1";"Sro1041_g234580"
"Sro1041_g234590.1";"Sro1041_g234590"
"Sro1041_g234600.1";"Sro1041_g234600"
"Sro1041_g234610.1";"Sro1041_g234610"
"Sro1041_g234620.1";"Sro1041_g234620"
"Sro1042_g234630.1";"Sro1042_g234630"
"Sro1042_g234640.1";"Sro1042_g234640"
"Sro1042_g234650.1";"Sro1042_g234650"
"Sro1042_g234660.1";"Sro1042_g234660"
"Sro1042_g234670.1";"Sro1042_g234670"
"Sro1042_g234680.1";"Sro1042_g234680"
"Sro1042_g234690.1";"Sro1042_g234690"
"Sro1042_g234700.1";"Sro1042_g234700"
"Sro1042_g234710.2";"Sro1042_g234710"
"Sro1042_g234720.1";"Sro1042_g234720"
"Sro1042_g234730.1";"Sro1042_g234730"
"Sro1043_g234740.1";"Sro1043_g234740"
"Sro1043_g234750.1";"Sro1043_g234750"
"Sro1043_g234760.1";"Sro1043_g234760"
"Sro1043_g234770.1";"Sro1043_g234770"
"Sro1043_g234780.1";"Sro1043_g234780"
"Sro1043_g234790.1";"Sro1043_g234790"
"Sro1043_g234800.1";"Sro1043_g234800"
"Sro1043_g234810.1";"Sro1043_g234810"
"Sro1043_g234820.1";"Sro1043_g234820"
"Sro1043_g234830.1";"Sro1043_g234830"
"Sro1043_g234840.1";"Sro1043_g234840"
"Sro1043_g234850.1";"Sro1043_g234850"
"Sro1043_g234860.1";"Sro1043_g234860"
"Sro1044_g234870.1";"Sro1044_g234870"
"Sro1044_g234880.1";"Sro1044_g234880"
"Sro1044_g234890.1";"Sro1044_g234890"
"Sro1044_g234891.1";"Sro1044_g234891"
"Sro1044_g234900.1";"Sro1044_g234900"
"Sro1044_g234910.1";"Sro1044_g234910"
"Sro1044_g234920.1";"Sro1044_g234920"
"Sro1044_g234930.1";"Sro1044_g234930"
"Sro1044_g234940.1";"Sro1044_g234940"
"Sro1044_g234950.1";"Sro1044_g234950"
"Sro1045_g234960.1";"Sro1045_g234960"
"Sro1045_g234970.1";"Sro1045_g234970"
"Sro1045_g234980.1";"Sro1045_g234980"
"Sro1045_g234990.1";"Sro1045_g234990"
"Sro1046_g235000.1";"Sro1046_g235000"
"Sro1046_g235010.1";"Sro1046_g235010"
"Sro1046_g235020.1";"Sro1046_g235020"
"Sro1046_g235030.1";"Sro1046_g235030"
"Sro1046_g235040.1";"Sro1046_g235040"
"Sro1046_g235050.1";"Sro1046_g235050"
"Sro1046_g235060.1";"Sro1046_g235060"
"Sro1046_g235070.1";"Sro1046_g235070"
"Sro1046_g235080.1";"Sro1046_g235080"
"Sro1046_g235090.1";"Sro1046_g235090"
"Sro1047_g235100.1";"Sro1047_g235100"
"Sro1047_g235110.1";"Sro1047_g235110"
"Sro1047_g235120.1";"Sro1047_g235120"
"Sro1047_g235130.1";"Sro1047_g235130"
"Sro1047_g235140.1";"Sro1047_g235140"
"Sro1047_g235150.1";"Sro1047_g235150"
"Sro1047_g235160.1";"Sro1047_g235160"
"Sro1047_g235170.1";"Sro1047_g235170"
"Sro1047_g235180.1";"Sro1047_g235180"
"Sro1047_g235190.1";"Sro1047_g235190"
"Sro1048_g235200.2";"Sro1048_g235200"
"Sro1048_g235210.1";"Sro1048_g235210"
"Sro1048_g235220.1";"Sro1048_g235220"
"Sro1048_g235230.1";"Sro1048_g235230"
"Sro1048_g235240.1";"Sro1048_g235240"
"Sro1048_g235250.1";"Sro1048_g235250"
"Sro1048_g235260.1";"Sro1048_g235260"
"Sro1048_g235270.1";"Sro1048_g235270"
"Sro1048_g235280.1";"Sro1048_g235280"
"Sro1048_g235290.1";"Sro1048_g235290"
"Sro1049_g235300.1";"Sro1049_g235300"
"Sro1049_g235310.1";"Sro1049_g235310"
"Sro1049_g235320.1";"Sro1049_g235320"
"Sro1049_g235330.1";"Sro1049_g235330"
"Sro1049_g235340.1";"Sro1049_g235340"
"Sro1049_g235350.1";"Sro1049_g235350"
"Sro1049_g235360.1";"Sro1049_g235360"
"Sro1049_g235370.1";"Sro1049_g235370"
"Sro1049_g235380.1";"Sro1049_g235380"
"Sro1049_g235390.1";"Sro1049_g235390"
"Sro1049_g235400.1";"Sro1049_g235400"
"Sro1049_g235410.1";"Sro1049_g235410"
"Sro1049_g235420.1";"Sro1049_g235420"
"Sro1049_g235430.1";"Sro1049_g235430"
"Sro1049_g235431.1";"Sro1049_g235431"
"Sro1049_g235440.1";"Sro1049_g235440"
"Sro104_g052640.1";"Sro104_g052640"
"Sro104_g052650.1";"Sro104_g052650"
"Sro104_g052660.1";"Sro104_g052660"
"Sro104_g052670.1";"Sro104_g052670"
"Sro104_g052680.1";"Sro104_g052680"
"Sro104_g052690.1";"Sro104_g052690"
"Sro104_g052700.1";"Sro104_g052700"
"Sro104_g052710.1";"Sro104_g052710"
"Sro104_g052720.1";"Sro104_g052720"
"Sro104_g052730.1";"Sro104_g052730"
"Sro104_g052740.1";"Sro104_g052740"
"Sro104_g052750.1";"Sro104_g052750"
"Sro104_g052760.1";"Sro104_g052760"
"Sro104_g052770.1";"Sro104_g052770"
"Sro104_g052780.1";"Sro104_g052780"
"Sro104_g052790.1";"Sro104_g052790"
"Sro104_g052800.1";"Sro104_g052800"
"Sro104_g052810.1";"Sro104_g052810"
"Sro104_g052820.3";"Sro104_g052820"
"Sro104_g052830.1";"Sro104_g052830"
"Sro104_g052840.1";"Sro104_g052840"
"Sro104_g052850.1";"Sro104_g052850"
"Sro104_g052860.1";"Sro104_g052860"
"Sro104_g052870.1";"Sro104_g052870"
"Sro104_g052880.1";"Sro104_g052880"
"Sro104_g052890.1";"Sro104_g052890"
"Sro104_g052900.1";"Sro104_g052900"
"Sro104_g052910.1";"Sro104_g052910"
"Sro104_g052920.1";"Sro104_g052920"
"Sro104_g052930.1";"Sro104_g052930"
"Sro104_g052940.1";"Sro104_g052940"
"Sro104_g052950.1";"Sro104_g052950"
"Sro104_g052960.1";"Sro104_g052960"
"Sro104_g052970.1";"Sro104_g052970"
"Sro104_g052980.1";"Sro104_g052980"
"Sro104_g052990.1";"Sro104_g052990"
"Sro104_g053000.1";"Sro104_g053000"
"Sro104_g053010.1";"Sro104_g053010"
"Sro104_g053020.1";"Sro104_g053020"
"Sro104_g053030.1";"Sro104_g053030"
"Sro104_g053040.1";"Sro104_g053040"
"Sro104_g053050.1";"Sro104_g053050"
"Sro1050_g235450.1";"Sro1050_g235450"
"Sro1050_g235460.1";"Sro1050_g235460"
"Sro1050_g235470.1";"Sro1050_g235470"
"Sro1050_g235480.1";"Sro1050_g235480"
"Sro1050_g235490.2";"Sro1050_g235490"
"Sro1050_g235500.1";"Sro1050_g235500"
"Sro1050_g235520.1";"Sro1050_g235520"
"Sro1050_g235530.1";"Sro1050_g235530"
"Sro1050_g235540.1";"Sro1050_g235540"
"Sro1050_g235550.1";"Sro1050_g235550"
"Sro1050_g235560.1";"Sro1050_g235560"
"Sro1050_g235561.1";"Sro1050_g235561"
"Sro1050_g235570.1";"Sro1050_g235570"
"Sro1050_g235580.1";"Sro1050_g235580"
"Sro1050_g235590.1";"Sro1050_g235590"
"Sro1050_g235600.1";"Sro1050_g235600"
"Sro1050_g235610.1";"Sro1050_g235610"
"Sro1051_g235620.1";"Sro1051_g235620"
"Sro1051_g235630.1";"Sro1051_g235630"
"Sro1051_g235640.1";"Sro1051_g235640"
"Sro1051_g235650.1";"Sro1051_g235650"
"Sro1051_g235660.1";"Sro1051_g235660"
"Sro1051_g235670.1";"Sro1051_g235670"
"Sro1051_g235680.1";"Sro1051_g235680"
"Sro1051_g235690.1";"Sro1051_g235690"
"Sro1051_g235700.1";"Sro1051_g235700"
"Sro1051_g235710.1";"Sro1051_g235710"
"Sro1051_g235720.1";"Sro1051_g235720"
"Sro1051_g235730.1";"Sro1051_g235730"
"Sro1051_g235740.1";"Sro1051_g235740"
"Sro1051_g235750.1";"Sro1051_g235750"
"Sro1051_g235760.1";"Sro1051_g235760"
"Sro1052_g235770.1";"Sro1052_g235770"
"Sro1052_g235780.1";"Sro1052_g235780"
"Sro1052_g235790.2";"Sro1052_g235790"
"Sro1052_g235800.1";"Sro1052_g235800"
"Sro1052_g235810.1";"Sro1052_g235810"
"Sro1052_g235811.1";"Sro1052_g235811"
"Sro1053_g235820.1";"Sro1053_g235820"
"Sro1053_g235821.1";"Sro1053_g235821"
"Sro1053_g235830.1";"Sro1053_g235830"
"Sro1053_g235840.1";"Sro1053_g235840"
"Sro1053_g235850.1";"Sro1053_g235850"
"Sro1053_g235860.1";"Sro1053_g235860"
"Sro1053_g235870.1";"Sro1053_g235870"
"Sro1053_g235880.1";"Sro1053_g235880"
"Sro1053_g235890.1";"Sro1053_g235890"
"Sro1053_g235900.1";"Sro1053_g235900"
"Sro1053_g235910.1";"Sro1053_g235910"
"Sro1054_g235920.1";"Sro1054_g235920"
"Sro1054_g235930.1";"Sro1054_g235930"
"Sro1054_g235940.1";"Sro1054_g235940"
"Sro1054_g235950.1";"Sro1054_g235950"
"Sro1054_g235960.1";"Sro1054_g235960"
"Sro1054_g235970.1";"Sro1054_g235970"
"Sro1054_g235980.1";"Sro1054_g235980"
"Sro1054_g235990.1";"Sro1054_g235990"
"Sro1054_g236000.1";"Sro1054_g236000"
"Sro1055_g236010.1";"Sro1055_g236010"
"Sro1055_g236020.1";"Sro1055_g236020"
"Sro1055_g236030.1";"Sro1055_g236030"
"Sro1055_g236040.1";"Sro1055_g236040"
"Sro1055_g236050.1";"Sro1055_g236050"
"Sro1055_g236060.1";"Sro1055_g236060"
"Sro1055_g236070.1";"Sro1055_g236070"
"Sro1055_g236080.1";"Sro1055_g236080"
"Sro1055_g236090.1";"Sro1055_g236090"
"Sro1055_g236100.1";"Sro1055_g236100"
"Sro1055_g236110.1";"Sro1055_g236110"
"Sro1055_g236120.1";"Sro1055_g236120"
"Sro1056_g236130.1";"Sro1056_g236130"
"Sro1056_g236131.1";"Sro1056_g236131"
"Sro1056_g236140.1";"Sro1056_g236140"
"Sro1056_g236150.1";"Sro1056_g236150"
"Sro1056_g236160.1";"Sro1056_g236160"
"Sro1056_g236170.1";"Sro1056_g236170"
"Sro1056_g236180.1";"Sro1056_g236180"
"Sro1056_g236181.1";"Sro1056_g236181"
"Sro1056_g236190.1";"Sro1056_g236190"
"Sro1056_g236200.1";"Sro1056_g236200"
"Sro1056_g236210.1";"Sro1056_g236210"
"Sro1056_g236220.1";"Sro1056_g236220"
"Sro1056_g236230.1";"Sro1056_g236230"
"Sro1057_g236240.1";"Sro1057_g236240"
"Sro1057_g236250.1";"Sro1057_g236250"
"Sro1057_g236260.1";"Sro1057_g236260"
"Sro1057_g236270.1";"Sro1057_g236270"
"Sro1057_g236280.1";"Sro1057_g236280"
"Sro1057_g236290.1";"Sro1057_g236290"
"Sro1057_g236300.1";"Sro1057_g236300"
"Sro1057_g236310.1";"Sro1057_g236310"
"Sro1058_g236320.1";"Sro1058_g236320"
"Sro1058_g236330.1";"Sro1058_g236330"
"Sro1058_g236340.1";"Sro1058_g236340"
"Sro1058_g236350.2";"Sro1058_g236350"
"Sro1058_g236360.1";"Sro1058_g236360"
"Sro1058_g236370.1";"Sro1058_g236370"
"Sro1058_g236380.1";"Sro1058_g236380"
"Sro1058_g236390.1";"Sro1058_g236390"
"Sro1058_g236400.1";"Sro1058_g236400"
"Sro1058_g236410.1";"Sro1058_g236410"
"Sro1058_g236420.1";"Sro1058_g236420"
"Sro1058_g236430.1";"Sro1058_g236430"
"Sro1058_g236440.1";"Sro1058_g236440"
"Sro1059_g236450.1";"Sro1059_g236450"
"Sro1059_g236460.1";"Sro1059_g236460"
"Sro1059_g236470.1";"Sro1059_g236470"
"Sro1059_g236480.1";"Sro1059_g236480"
"Sro1059_g236490.1";"Sro1059_g236490"
"Sro1059_g236500.1";"Sro1059_g236500"
"Sro1059_g236510.1";"Sro1059_g236510"
"Sro1059_g236520.1";"Sro1059_g236520"
"Sro1059_g236530.1";"Sro1059_g236530"
"Sro1059_g236540.1";"Sro1059_g236540"
"Sro1059_g236550.1";"Sro1059_g236550"
"Sro1059_g236560.1";"Sro1059_g236560"
"Sro1059_g236570.1";"Sro1059_g236570"
"Sro1059_g236580.1";"Sro1059_g236580"
"Sro1059_g236590.1";"Sro1059_g236590"
"Sro105_g053060.1";"Sro105_g053060"
"Sro105_g053070.1";"Sro105_g053070"
"Sro105_g053080.1";"Sro105_g053080"
"Sro105_g053090.1";"Sro105_g053090"
"Sro105_g053100.1";"Sro105_g053100"
"Sro105_g053110.1";"Sro105_g053110"
"Sro105_g053120.1";"Sro105_g053120"
"Sro105_g053130.1";"Sro105_g053130"
"Sro105_g053140.1";"Sro105_g053140"
"Sro105_g053150.1";"Sro105_g053150"
"Sro105_g053160.1";"Sro105_g053160"
"Sro105_g053170.1";"Sro105_g053170"
"Sro105_g053180.1";"Sro105_g053180"
"Sro105_g053190.1";"Sro105_g053190"
"Sro105_g053200.1";"Sro105_g053200"
"Sro105_g053210.1";"Sro105_g053210"
"Sro105_g053220.1";"Sro105_g053220"
"Sro105_g053230.1";"Sro105_g053230"
"Sro105_g053231.1";"Sro105_g053231"
"Sro105_g053240.1";"Sro105_g053240"
"Sro105_g053250.1";"Sro105_g053250"
"Sro105_g053260.1";"Sro105_g053260"
"Sro105_g053270.1";"Sro105_g053270"
"Sro105_g053280.1";"Sro105_g053280"
"Sro105_g053290.1";"Sro105_g053290"
"Sro105_g053300.1";"Sro105_g053300"
"Sro105_g053310.1";"Sro105_g053310"
"Sro105_g053320.1";"Sro105_g053320"
"Sro105_g053330.1";"Sro105_g053330"
"Sro105_g053340.1";"Sro105_g053340"
"Sro105_g053350.1";"Sro105_g053350"
"Sro105_g053360.1";"Sro105_g053360"
"Sro105_g053370.1";"Sro105_g053370"
"Sro105_g053380.1";"Sro105_g053380"
"Sro105_g053390.1";"Sro105_g053390"
"Sro105_g053400.1";"Sro105_g053400"
"Sro1060_g236600.1";"Sro1060_g236600"
"Sro1060_g236610.1";"Sro1060_g236610"
"Sro1060_g236620.1";"Sro1060_g236620"
"Sro1060_g236630.1";"Sro1060_g236630"
"Sro1060_g236640.1";"Sro1060_g236640"
"Sro1060_g236650.2";"Sro1060_g236650"
"Sro1060_g236660.1";"Sro1060_g236660"
"Sro1060_g236670.1";"Sro1060_g236670"
"Sro1060_g236680.1";"Sro1060_g236680"
"Sro1060_g236690.1";"Sro1060_g236690"
"Sro1060_g236700.1";"Sro1060_g236700"
"Sro1060_g236710.1";"Sro1060_g236710"
"Sro1060_g236720.1";"Sro1060_g236720"
"Sro1060_g236730.1";"Sro1060_g236730"
"Sro1060_g236740.1";"Sro1060_g236740"
"Sro1061_g236750.1";"Sro1061_g236750"
"Sro1061_g236760.1";"Sro1061_g236760"
"Sro1061_g236770.1";"Sro1061_g236770"
"Sro1061_g236780.1";"Sro1061_g236780"
"Sro1061_g236790.1";"Sro1061_g236790"
"Sro1061_g236800.1";"Sro1061_g236800"
"Sro1061_g236810.1";"Sro1061_g236810"
"Sro1061_g236820.1";"Sro1061_g236820"
"Sro1061_g236830.1";"Sro1061_g236830"
"Sro1061_g236840.1";"Sro1061_g236840"
"Sro1061_g236850.1";"Sro1061_g236850"
"Sro1061_g236860.2";"Sro1061_g236860"
"Sro1061_g236870.1";"Sro1061_g236870"
"Sro1062_g236880.1";"Sro1062_g236880"
"Sro1062_g236890.1";"Sro1062_g236890"
"Sro1062_g236900.1";"Sro1062_g236900"
"Sro1062_g236910.1";"Sro1062_g236910"
"Sro1062_g236920.1";"Sro1062_g236920"
"Sro1062_g236930.1";"Sro1062_g236930"
"Sro1062_g236940.1";"Sro1062_g236940"
"Sro1062_g236950.1";"Sro1062_g236950"
"Sro1062_g236960.1";"Sro1062_g236960"
"Sro1062_g236970.1";"Sro1062_g236970"
"Sro1062_g236980.1";"Sro1062_g236980"
"Sro1062_g236990.1";"Sro1062_g236990"
"Sro1062_g237000.1";"Sro1062_g237000"
"Sro1062_g237010.1";"Sro1062_g237010"
"Sro1062_r003080.1";"Sro1062_r003080"
"Sro1063_g237020.1";"Sro1063_g237020"
"Sro1063_g237030.1";"Sro1063_g237030"
"Sro1063_g237040.1";"Sro1063_g237040"
"Sro1063_g237050.1";"Sro1063_g237050"
"Sro1063_g237060.1";"Sro1063_g237060"
"Sro1063_g237070.2";"Sro1063_g237070"
"Sro1063_g237080.1";"Sro1063_g237080"
"Sro1063_g237090.1";"Sro1063_g237090"
"Sro1063_g237100.1";"Sro1063_g237100"
"Sro1063_g237110.1";"Sro1063_g237110"
"Sro1063_g237120.1";"Sro1063_g237120"
"Sro1063_g237130.1";"Sro1063_g237130"
"Sro1063_g237140.1";"Sro1063_g237140"
"Sro1063_g237150.1";"Sro1063_g237150"
"Sro1063_g237160.1";"Sro1063_g237160"
"Sro1063_g237170.1";"Sro1063_g237170"
"Sro1063_g237180.1";"Sro1063_g237180"
"Sro1064_g237190.1";"Sro1064_g237190"
"Sro1064_g237200.1";"Sro1064_g237200"
"Sro1064_g237210.1";"Sro1064_g237210"
"Sro1064_g237220.1";"Sro1064_g237220"
"Sro1064_g237230.1";"Sro1064_g237230"
"Sro1064_g237240.1";"Sro1064_g237240"
"Sro1064_g237250.1";"Sro1064_g237250"
"Sro1064_g237260.1";"Sro1064_g237260"
"Sro1064_g237270.1";"Sro1064_g237270"
"Sro1064_g237280.1";"Sro1064_g237280"
"Sro1064_g237290.1";"Sro1064_g237290"
"Sro1065_g237300.1";"Sro1065_g237300"
"Sro1065_g237310.1";"Sro1065_g237310"
"Sro1066_g237311.1";"Sro1066_g237311"
"Sro1066_g237320.1";"Sro1066_g237320"
"Sro1066_g237330.1";"Sro1066_g237330"
"Sro1066_g237340.1";"Sro1066_g237340"
"Sro1066_g237350.1";"Sro1066_g237350"
"Sro1066_g237360.1";"Sro1066_g237360"
"Sro1067_g237370.1";"Sro1067_g237370"
"Sro1067_g237380.1";"Sro1067_g237380"
"Sro1067_g237390.1";"Sro1067_g237390"
"Sro1067_g237400.1";"Sro1067_g237400"
"Sro1067_g237410.1";"Sro1067_g237410"
"Sro1067_g237420.1";"Sro1067_g237420"
"Sro1067_g237430.1";"Sro1067_g237430"
"Sro1067_g237440.1";"Sro1067_g237440"
"Sro1067_g237450.1";"Sro1067_g237450"
"Sro1068_g237460.1";"Sro1068_g237460"
"Sro1068_g237470.1";"Sro1068_g237470"
"Sro1068_g237480.1";"Sro1068_g237480"
"Sro1068_g237490.1";"Sro1068_g237490"
"Sro1068_g237500.1";"Sro1068_g237500"
"Sro1068_g237510.1";"Sro1068_g237510"
"Sro1068_g237520.1";"Sro1068_g237520"
"Sro1068_g237530.1";"Sro1068_g237530"
"Sro1068_g237540.1";"Sro1068_g237540"
"Sro1068_r003090.1";"Sro1068_r003090"
"Sro1069_g237550.1";"Sro1069_g237550"
"Sro1069_g237560.1";"Sro1069_g237560"
"Sro1069_g237570.1";"Sro1069_g237570"
"Sro1069_g237580.1";"Sro1069_g237580"
"Sro1069_g237590.1";"Sro1069_g237590"
"Sro1069_g237600.1";"Sro1069_g237600"
"Sro1069_g237610.1";"Sro1069_g237610"
"Sro1069_g237620.1";"Sro1069_g237620"
"Sro1069_g237630.1";"Sro1069_g237630"
"Sro1069_g237640.1";"Sro1069_g237640"
"Sro1069_g237650.1";"Sro1069_g237650"
"Sro1069_g237660.1";"Sro1069_g237660"
"Sro1069_g237670.1";"Sro1069_g237670"
"Sro1069_g237680.1";"Sro1069_g237680"
"Sro106_g053410.1";"Sro106_g053410"
"Sro106_g053420.1";"Sro106_g053420"
"Sro106_g053430.1";"Sro106_g053430"
"Sro106_g053440.1";"Sro106_g053440"
"Sro106_g053450.1";"Sro106_g053450"
"Sro106_g053460.1";"Sro106_g053460"
"Sro106_g053470.1";"Sro106_g053470"
"Sro106_g053480.1";"Sro106_g053480"
"Sro106_g053490.1";"Sro106_g053490"
"Sro106_g053500.1";"Sro106_g053500"
"Sro106_g053510.1";"Sro106_g053510"
"Sro106_g053520.1";"Sro106_g053520"
"Sro106_g053530.1";"Sro106_g053530"
"Sro106_g053540.1";"Sro106_g053540"
"Sro106_g053550.1";"Sro106_g053550"
"Sro106_g053560.1";"Sro106_g053560"
"Sro106_g053570.1";"Sro106_g053570"
"Sro106_g053580.1";"Sro106_g053580"
"Sro106_g053590.1";"Sro106_g053590"
"Sro106_g053600.1";"Sro106_g053600"
"Sro106_g053610.1";"Sro106_g053610"
"Sro106_g053620.1";"Sro106_g053620"
"Sro106_g053630.1";"Sro106_g053630"
"Sro106_g053640.1";"Sro106_g053640"
"Sro106_g053650.1";"Sro106_g053650"
"Sro106_g053660.1";"Sro106_g053660"
"Sro106_g053670.1";"Sro106_g053670"
"Sro106_g236591.1";"Sro106_g236591"
"Sro1070_g237690.1";"Sro1070_g237690"
"Sro1070_g237700.1";"Sro1070_g237700"
"Sro1070_g237710.1";"Sro1070_g237710"
"Sro1070_g237720.1";"Sro1070_g237720"
"Sro1070_g237730.1";"Sro1070_g237730"
"Sro1070_g237740.1";"Sro1070_g237740"
"Sro1070_g237750.1";"Sro1070_g237750"
"Sro1070_g237760.1";"Sro1070_g237760"
"Sro1070_g237770.1";"Sro1070_g237770"
"Sro1070_g237780.1";"Sro1070_g237780"
"Sro1070_g237790.1";"Sro1070_g237790"
"Sro1070_g237800.1";"Sro1070_g237800"
"Sro1070_g237810.1";"Sro1070_g237810"
"Sro1070_g237820.1";"Sro1070_g237820"
"Sro1070_g237830.1";"Sro1070_g237830"
"Sro1070_g237840.1";"Sro1070_g237840"
"Sro1070_g237850.1";"Sro1070_g237850"
"Sro1071_g237860.1";"Sro1071_g237860"
"Sro1071_g237870.1";"Sro1071_g237870"
"Sro1071_g237880.1";"Sro1071_g237880"
"Sro1071_g237890.1";"Sro1071_g237890"
"Sro1071_g237900.1";"Sro1071_g237900"
"Sro1071_g237910.1";"Sro1071_g237910"
"Sro1071_g237920.1";"Sro1071_g237920"
"Sro1071_g237930.1";"Sro1071_g237930"
"Sro1071_g237940.1";"Sro1071_g237940"
"Sro1071_g237950.1";"Sro1071_g237950"
"Sro1071_g237960.1";"Sro1071_g237960"
"Sro1071_g237970.2";"Sro1071_g237970"
"Sro1071_g237980.1";"Sro1071_g237980"
"Sro1071_g237990.1";"Sro1071_g237990"
"Sro1072_g238000.1";"Sro1072_g238000"
"Sro1072_g238010.1";"Sro1072_g238010"
