# PLAZA instance : diatoms_01
# File generation timestamp : Wed Apr 22 15:36:27 CEST 2020
#"transcript_id";"gene_id"
"Sro572_g168890.1";"Sro572_g168890"
"Sro572_g168900.1";"Sro572_g168900"
"Sro573_g168910.1";"Sro573_g168910"
"Sro573_g168920.1";"Sro573_g168920"
"Sro573_g168930.1";"Sro573_g168930"
"Sro573_g168940.1";"Sro573_g168940"
"Sro573_g168950.1";"Sro573_g168950"
"Sro573_g168960.1";"Sro573_g168960"
"Sro573_g168970.1";"Sro573_g168970"
"Sro573_g168980.1";"Sro573_g168980"
"Sro573_g168990.1";"Sro573_g168990"
"Sro573_g169000.1";"Sro573_g169000"
"Sro573_g169010.1";"Sro573_g169010"
"Sro573_g169020.1";"Sro573_g169020"
"Sro573_g169030.1";"Sro573_g169030"
"Sro573_g169040.1";"Sro573_g169040"
"Sro573_g169050.1";"Sro573_g169050"
"Sro573_g169060.1";"Sro573_g169060"
"Sro573_g169070.1";"Sro573_g169070"
"Sro573_g169080.1";"Sro573_g169080"
"Sro574_g169090.1";"Sro574_g169090"
"Sro574_g169100.1";"Sro574_g169100"
"Sro574_g169110.1";"Sro574_g169110"
"Sro574_g169120.1";"Sro574_g169120"
"Sro574_g169130.1";"Sro574_g169130"
"Sro574_g169140.1";"Sro574_g169140"
"Sro574_g169150.1";"Sro574_g169150"
"Sro574_g169160.1";"Sro574_g169160"
"Sro574_g169170.1";"Sro574_g169170"
"Sro574_g169180.1";"Sro574_g169180"
"Sro574_g169190.1";"Sro574_g169190"
"Sro574_g169200.1";"Sro574_g169200"
"Sro574_g169210.1";"Sro574_g169210"
"Sro574_g169220.1";"Sro574_g169220"
"Sro574_g169230.1";"Sro574_g169230"
"Sro574_g169240.1";"Sro574_g169240"
"Sro574_g169250.1";"Sro574_g169250"
"Sro574_g169260.1";"Sro574_g169260"
"Sro574_g169270.1";"Sro574_g169270"
"Sro575_g169280.1";"Sro575_g169280"
"Sro575_g169290.1";"Sro575_g169290"
"Sro575_g169300.1";"Sro575_g169300"
"Sro575_g169310.1";"Sro575_g169310"
"Sro575_g169320.1";"Sro575_g169320"
"Sro575_g169330.1";"Sro575_g169330"
"Sro575_g169340.1";"Sro575_g169340"
"Sro575_g169350.1";"Sro575_g169350"
"Sro575_g169360.1";"Sro575_g169360"
"Sro575_g169370.1";"Sro575_g169370"
"Sro575_g169380.1";"Sro575_g169380"
"Sro575_g169390.1";"Sro575_g169390"
"Sro575_g169400.1";"Sro575_g169400"
"Sro575_g169410.1";"Sro575_g169410"
"Sro575_g169420.1";"Sro575_g169420"
"Sro575_g169430.1";"Sro575_g169430"
"Sro575_g169440.1";"Sro575_g169440"
"Sro576_g169450.1";"Sro576_g169450"
"Sro576_g169460.1";"Sro576_g169460"
"Sro576_g169470.1";"Sro576_g169470"
"Sro576_g169480.1";"Sro576_g169480"
"Sro576_g169490.1";"Sro576_g169490"
"Sro576_g169500.1";"Sro576_g169500"
"Sro576_g169510.1";"Sro576_g169510"
"Sro576_g169520.1";"Sro576_g169520"
"Sro576_g169530.1";"Sro576_g169530"
"Sro576_g169540.1";"Sro576_g169540"
"Sro576_g169550.1";"Sro576_g169550"
"Sro576_g169560.1";"Sro576_g169560"
"Sro576_g169570.1";"Sro576_g169570"
"Sro576_g169580.1";"Sro576_g169580"
"Sro576_g169590.1";"Sro576_g169590"
"Sro577_g169600.1";"Sro577_g169600"
"Sro577_g169610.1";"Sro577_g169610"
"Sro577_g169620.1";"Sro577_g169620"
"Sro577_g169630.1";"Sro577_g169630"
"Sro577_g169640.1";"Sro577_g169640"
"Sro577_g169650.1";"Sro577_g169650"
"Sro577_g169660.1";"Sro577_g169660"
"Sro577_g169670.1";"Sro577_g169670"
"Sro577_g169680.1";"Sro577_g169680"
"Sro577_g169690.1";"Sro577_g169690"
"Sro577_g169700.1";"Sro577_g169700"
"Sro577_g169710.1";"Sro577_g169710"
"Sro577_g169720.2";"Sro577_g169720"
"Sro577_g169730.1";"Sro577_g169730"
"Sro577_g169740.1";"Sro577_g169740"
"Sro577_g169750.1";"Sro577_g169750"
"Sro578_g169760.1";"Sro578_g169760"
"Sro578_g169770.1";"Sro578_g169770"
"Sro578_g169780.1";"Sro578_g169780"
"Sro578_g169790.1";"Sro578_g169790"
"Sro578_g169800.1";"Sro578_g169800"
"Sro578_g169810.1";"Sro578_g169810"
"Sro578_g169820.1";"Sro578_g169820"
"Sro578_g169830.1";"Sro578_g169830"
"Sro578_g169840.1";"Sro578_g169840"
"Sro578_g169850.1";"Sro578_g169850"
"Sro578_g169860.1";"Sro578_g169860"
"Sro578_g169870.1";"Sro578_g169870"
"Sro578_g169880.1";"Sro578_g169880"
"Sro578_g169890.1";"Sro578_g169890"
"Sro579_g169900.1";"Sro579_g169900"
"Sro579_g169910.1";"Sro579_g169910"
"Sro579_g169920.1";"Sro579_g169920"
"Sro579_g169930.1";"Sro579_g169930"
"Sro579_g169940.2";"Sro579_g169940"
"Sro579_g169950.1";"Sro579_g169950"
"Sro579_g169960.1";"Sro579_g169960"
"Sro579_g169970.1";"Sro579_g169970"
"Sro579_g169980.1";"Sro579_g169980"
"Sro579_g169990.1";"Sro579_g169990"
"Sro579_g170000.1";"Sro579_g170000"
"Sro579_g170010.1";"Sro579_g170010"
"Sro579_g170020.1";"Sro579_g170020"
"Sro579_g170030.1";"Sro579_g170030"
"Sro579_g170040.1";"Sro579_g170040"
"Sro579_g170050.1";"Sro579_g170050"
"Sro57_g033080.1";"Sro57_g033080"
"Sro57_g033090.1";"Sro57_g033090"
"Sro57_g033100.1";"Sro57_g033100"
"Sro57_g033110.1";"Sro57_g033110"
"Sro57_g033120.1";"Sro57_g033120"
"Sro57_g033121.1";"Sro57_g033121"
"Sro57_g033130.1";"Sro57_g033130"
"Sro57_g033131.1";"Sro57_g033131"
"Sro57_g033140.1";"Sro57_g033140"
"Sro57_g033150.1";"Sro57_g033150"
"Sro57_g033160.1";"Sro57_g033160"
"Sro57_g033170.1";"Sro57_g033170"
"Sro57_g033180.1";"Sro57_g033180"
"Sro57_g033190.1";"Sro57_g033190"
"Sro57_g033200.1";"Sro57_g033200"
"Sro57_g033210.1";"Sro57_g033210"
"Sro57_g033220.1";"Sro57_g033220"
"Sro57_g033230.1";"Sro57_g033230"
"Sro57_g033240.1";"Sro57_g033240"
"Sro57_g033250.1";"Sro57_g033250"
"Sro57_g033260.1";"Sro57_g033260"
"Sro57_g033261.1";"Sro57_g033261"
"Sro57_g033270.1";"Sro57_g033270"
"Sro57_g033280.1";"Sro57_g033280"
"Sro57_g033290.1";"Sro57_g033290"
"Sro57_g033300.1";"Sro57_g033300"
"Sro57_g033310.1";"Sro57_g033310"
"Sro57_g033320.1";"Sro57_g033320"
"Sro57_g033330.1";"Sro57_g033330"
"Sro57_g033340.1";"Sro57_g033340"
"Sro57_g033350.1";"Sro57_g033350"
"Sro57_g033360.1";"Sro57_g033360"
"Sro57_g033370.1";"Sro57_g033370"
"Sro57_g033380.1";"Sro57_g033380"
"Sro57_g033390.1";"Sro57_g033390"
"Sro57_g033400.1";"Sro57_g033400"
"Sro57_g033410.1";"Sro57_g033410"
"Sro57_g033420.1";"Sro57_g033420"
"Sro57_g033430.1";"Sro57_g033430"
"Sro57_g033440.1";"Sro57_g033440"
"Sro57_g033450.2";"Sro57_g033450"
"Sro57_g033460.1";"Sro57_g033460"
"Sro57_g033470.1";"Sro57_g033470"
"Sro57_g033480.1";"Sro57_g033480"
"Sro57_g033490.1";"Sro57_g033490"
"Sro57_g033500.1";"Sro57_g033500"
"Sro57_g033510.1";"Sro57_g033510"
"Sro57_g033520.1";"Sro57_g033520"
"Sro57_g033530.1";"Sro57_g033530"
"Sro57_g033540.1";"Sro57_g033540"
"Sro57_r000610.1";"Sro57_r000610"
"Sro580_g170060.1";"Sro580_g170060"
"Sro580_g170070.1";"Sro580_g170070"
"Sro580_g170080.1";"Sro580_g170080"
"Sro580_g170090.1";"Sro580_g170090"
"Sro580_g170100.1";"Sro580_g170100"
"Sro580_g170110.1";"Sro580_g170110"
"Sro580_g170120.1";"Sro580_g170120"
"Sro580_g170130.1";"Sro580_g170130"
"Sro580_g170140.1";"Sro580_g170140"
"Sro580_g170150.1";"Sro580_g170150"
"Sro580_g170160.1";"Sro580_g170160"
"Sro580_g170170.1";"Sro580_g170170"
"Sro580_g170180.1";"Sro580_g170180"
"Sro580_g170190.1";"Sro580_g170190"
"Sro581_g170200.1";"Sro581_g170200"
"Sro581_g170210.1";"Sro581_g170210"
"Sro581_g170220.1";"Sro581_g170220"
"Sro581_g170230.1";"Sro581_g170230"
"Sro581_g170240.1";"Sro581_g170240"
"Sro581_g170250.1";"Sro581_g170250"
"Sro581_g170260.1";"Sro581_g170260"
"Sro581_g170270.1";"Sro581_g170270"
"Sro581_g170280.1";"Sro581_g170280"
"Sro581_g170290.1";"Sro581_g170290"
"Sro581_g170300.1";"Sro581_g170300"
"Sro581_g170310.1";"Sro581_g170310"
"Sro581_g170320.2";"Sro581_g170320"
"Sro581_g170330.1";"Sro581_g170330"
"Sro581_g170340.1";"Sro581_g170340"
"Sro581_g170350.1";"Sro581_g170350"
"Sro581_g170360.1";"Sro581_g170360"
"Sro581_g170370.1";"Sro581_g170370"
"Sro581_g170380.1";"Sro581_g170380"
"Sro581_g170390.1";"Sro581_g170390"
"Sro582_g170400.1";"Sro582_g170400"
"Sro582_g170410.1";"Sro582_g170410"
"Sro582_g170420.1";"Sro582_g170420"
"Sro582_g170430.1";"Sro582_g170430"
"Sro582_g170440.1";"Sro582_g170440"
"Sro582_g170450.1";"Sro582_g170450"
"Sro582_g170460.1";"Sro582_g170460"
"Sro582_g170470.1";"Sro582_g170470"
"Sro582_g170480.1";"Sro582_g170480"
"Sro582_g170490.1";"Sro582_g170490"
"Sro582_g170500.1";"Sro582_g170500"
"Sro582_g170510.1";"Sro582_g170510"
"Sro582_g170520.1";"Sro582_g170520"
"Sro582_g170530.1";"Sro582_g170530"
"Sro582_g170540.1";"Sro582_g170540"
"Sro582_g170550.1";"Sro582_g170550"
"Sro582_g170560.1";"Sro582_g170560"
"Sro582_g170570.1";"Sro582_g170570"
"Sro583_g170580.1";"Sro583_g170580"
"Sro583_g170590.1";"Sro583_g170590"
"Sro583_g170600.1";"Sro583_g170600"
"Sro583_g170610.1";"Sro583_g170610"
"Sro583_g170620.1";"Sro583_g170620"
"Sro583_g170630.1";"Sro583_g170630"
"Sro583_g170640.1";"Sro583_g170640"
"Sro583_g170650.2";"Sro583_g170650"
"Sro583_g170660.1";"Sro583_g170660"
"Sro583_g170670.1";"Sro583_g170670"
"Sro583_g170680.1";"Sro583_g170680"
"Sro583_g170690.1";"Sro583_g170690"
"Sro583_g170700.1";"Sro583_g170700"
"Sro583_g170710.1";"Sro583_g170710"
"Sro583_g170720.1";"Sro583_g170720"
"Sro583_g170730.1";"Sro583_g170730"
"Sro584_g170740.1";"Sro584_g170740"
"Sro584_g170750.1";"Sro584_g170750"
"Sro584_g170760.1";"Sro584_g170760"
"Sro584_g170761.1";"Sro584_g170761"
"Sro584_g170770.1";"Sro584_g170770"
"Sro584_g170780.1";"Sro584_g170780"
"Sro584_g170781.1";"Sro584_g170781"
"Sro584_g170790.1";"Sro584_g170790"
"Sro584_g170800.1";"Sro584_g170800"
"Sro584_g170810.1";"Sro584_g170810"
"Sro584_g170820.1";"Sro584_g170820"
"Sro584_g170830.1";"Sro584_g170830"
"Sro584_g170840.1";"Sro584_g170840"
"Sro584_g170850.1";"Sro584_g170850"
"Sro584_g170860.1";"Sro584_g170860"
"Sro584_g170870.1";"Sro584_g170870"
"Sro584_g170880.1";"Sro584_g170880"
"Sro584_g170890.1";"Sro584_g170890"
"Sro584_g170900.1";"Sro584_g170900"
"Sro585_g170910.1";"Sro585_g170910"
"Sro585_g170920.1";"Sro585_g170920"
"Sro585_g170930.1";"Sro585_g170930"
"Sro585_g170940.1";"Sro585_g170940"
"Sro585_g170950.1";"Sro585_g170950"
"Sro585_g170960.1";"Sro585_g170960"
"Sro585_g170970.1";"Sro585_g170970"
"Sro585_g170980.1";"Sro585_g170980"
"Sro585_g170990.1";"Sro585_g170990"
"Sro585_g171000.1";"Sro585_g171000"
"Sro585_g171010.1";"Sro585_g171010"
"Sro585_g171020.2";"Sro585_g171020"
"Sro585_g171030.1";"Sro585_g171030"
"Sro585_g171040.1";"Sro585_g171040"
"Sro585_g171041.1";"Sro585_g171041"
"Sro585_g171050.1";"Sro585_g171050"
"Sro585_g171060.1";"Sro585_g171060"
"Sro585_g171070.1";"Sro585_g171070"
"Sro585_g171080.1";"Sro585_g171080"
"Sro585_g171090.1";"Sro585_g171090"
"Sro585_g171100.1";"Sro585_g171100"
"Sro586_g171110.1";"Sro586_g171110"
"Sro586_g171120.1";"Sro586_g171120"
"Sro586_g171130.1";"Sro586_g171130"
"Sro586_g171140.1";"Sro586_g171140"
"Sro586_g171150.1";"Sro586_g171150"
"Sro586_g171160.1";"Sro586_g171160"
"Sro586_g171170.1";"Sro586_g171170"
"Sro586_g171180.1";"Sro586_g171180"
"Sro586_g171190.1";"Sro586_g171190"
"Sro586_g171200.1";"Sro586_g171200"
"Sro586_g171210.1";"Sro586_g171210"
"Sro586_g171220.1";"Sro586_g171220"
"Sro586_g171230.1";"Sro586_g171230"
"Sro587_g171240.1";"Sro587_g171240"
"Sro587_g171250.1";"Sro587_g171250"
"Sro587_g171260.1";"Sro587_g171260"
"Sro587_g171270.1";"Sro587_g171270"
"Sro587_g171280.1";"Sro587_g171280"
"Sro587_g171290.1";"Sro587_g171290"
"Sro587_g171300.1";"Sro587_g171300"
"Sro587_g171310.1";"Sro587_g171310"
"Sro587_g171320.1";"Sro587_g171320"
"Sro587_g171330.1";"Sro587_g171330"
"Sro587_g171340.1";"Sro587_g171340"
"Sro587_g171350.1";"Sro587_g171350"
"Sro587_g171360.1";"Sro587_g171360"
"Sro587_g171370.1";"Sro587_g171370"
"Sro587_g171380.1";"Sro587_g171380"
"Sro587_g171390.1";"Sro587_g171390"
"Sro587_g171400.1";"Sro587_g171400"
"Sro587_g171410.1";"Sro587_g171410"
"Sro588_g171420.1";"Sro588_g171420"
"Sro588_g171430.1";"Sro588_g171430"
"Sro588_g171440.1";"Sro588_g171440"
"Sro588_g171450.1";"Sro588_g171450"
"Sro588_g171460.1";"Sro588_g171460"
"Sro588_g171470.1";"Sro588_g171470"
"Sro588_g171480.1";"Sro588_g171480"
"Sro588_g171490.1";"Sro588_g171490"
"Sro588_g171500.1";"Sro588_g171500"
"Sro588_g171510.1";"Sro588_g171510"
"Sro588_g171520.1";"Sro588_g171520"
"Sro588_g171530.1";"Sro588_g171530"
"Sro588_g171540.1";"Sro588_g171540"
"Sro588_g171550.1";"Sro588_g171550"
"Sro588_g171560.1";"Sro588_g171560"
"Sro588_g171570.1";"Sro588_g171570"
"Sro588_g171580.1";"Sro588_g171580"
"Sro588_g171590.1";"Sro588_g171590"
"Sro588_g171600.1";"Sro588_g171600"
"Sro589_g171610.1";"Sro589_g171610"
"Sro589_g171620.1";"Sro589_g171620"
"Sro589_g171630.1";"Sro589_g171630"
"Sro589_g171640.1";"Sro589_g171640"
"Sro589_g171650.1";"Sro589_g171650"
"Sro589_g171660.1";"Sro589_g171660"
"Sro589_g171670.1";"Sro589_g171670"
"Sro589_g171680.1";"Sro589_g171680"
"Sro589_g171690.1";"Sro589_g171690"
"Sro589_g171700.1";"Sro589_g171700"
"Sro589_g171710.1";"Sro589_g171710"
"Sro589_g171720.1";"Sro589_g171720"
"Sro589_g171730.1";"Sro589_g171730"
"Sro589_g171740.1";"Sro589_g171740"
"Sro589_g171750.1";"Sro589_g171750"
"Sro589_g171760.1";"Sro589_g171760"
"Sro589_g171770.1";"Sro589_g171770"
"Sro589_g171780.2";"Sro589_g171780"
"Sro589_g171790.1";"Sro589_g171790"
"Sro589_g171800.1";"Sro589_g171800"
"Sro589_g171810.1";"Sro589_g171810"
"Sro589_g171820.1";"Sro589_g171820"
"Sro589_g171830.1";"Sro589_g171830"
"Sro589_g171840.1";"Sro589_g171840"
"Sro589_g171850.1";"Sro589_g171850"
"Sro589_g171860.1";"Sro589_g171860"
"Sro58_g033550.1";"Sro58_g033550"
"Sro58_g033560.1";"Sro58_g033560"
"Sro58_g033570.1";"Sro58_g033570"
"Sro58_g033580.1";"Sro58_g033580"
"Sro58_g033590.1";"Sro58_g033590"
"Sro58_g033600.1";"Sro58_g033600"
"Sro58_g033610.1";"Sro58_g033610"
"Sro58_g033620.1";"Sro58_g033620"
"Sro58_g033630.1";"Sro58_g033630"
"Sro58_g033640.1";"Sro58_g033640"
"Sro58_g033650.1";"Sro58_g033650"
"Sro58_g033660.1";"Sro58_g033660"
"Sro58_g033670.1";"Sro58_g033670"
"Sro58_g033680.1";"Sro58_g033680"
"Sro58_g033690.1";"Sro58_g033690"
"Sro58_g033700.1";"Sro58_g033700"
"Sro58_g033710.1";"Sro58_g033710"
"Sro58_g033720.1";"Sro58_g033720"
"Sro58_g033721.1";"Sro58_g033721"
"Sro58_g033730.1";"Sro58_g033730"
"Sro58_g033740.2";"Sro58_g033740"
"Sro58_g033750.1";"Sro58_g033750"
"Sro58_g033760.1";"Sro58_g033760"
"Sro58_g033770.1";"Sro58_g033770"
"Sro58_g033780.1";"Sro58_g033780"
"Sro58_g033790.1";"Sro58_g033790"
"Sro58_g033800.1";"Sro58_g033800"
"Sro58_g033810.1";"Sro58_g033810"
"Sro58_g033820.1";"Sro58_g033820"
"Sro58_g033830.1";"Sro58_g033830"
"Sro58_g033840.1";"Sro58_g033840"
"Sro58_g033850.1";"Sro58_g033850"
"Sro58_g033860.1";"Sro58_g033860"
"Sro58_g033870.1";"Sro58_g033870"
"Sro58_g033880.1";"Sro58_g033880"
"Sro58_g033890.2";"Sro58_g033890"
"Sro58_g033900.1";"Sro58_g033900"
"Sro58_g033910.1";"Sro58_g033910"
"Sro58_g033920.1";"Sro58_g033920"
"Sro58_g033930.1";"Sro58_g033930"
"Sro58_g033940.1";"Sro58_g033940"
"Sro58_g033950.1";"Sro58_g033950"
"Sro590_g171870.1";"Sro590_g171870"
"Sro590_g171880.1";"Sro590_g171880"
"Sro590_g171890.1";"Sro590_g171890"
"Sro590_g171900.1";"Sro590_g171900"
"Sro590_g171910.1";"Sro590_g171910"
"Sro590_g171920.2";"Sro590_g171920"
"Sro590_g171930.1";"Sro590_g171930"
"Sro590_g171940.1";"Sro590_g171940"
"Sro590_g171950.1";"Sro590_g171950"
"Sro591_g171960.1";"Sro591_g171960"
"Sro591_g171970.1";"Sro591_g171970"
"Sro591_g171980.1";"Sro591_g171980"
"Sro591_g171981.1";"Sro591_g171981"
"Sro591_g171990.1";"Sro591_g171990"
"Sro591_g172000.1";"Sro591_g172000"
"Sro591_g172001.1";"Sro591_g172001"
"Sro591_g172010.1";"Sro591_g172010"
"Sro591_g172020.1";"Sro591_g172020"
"Sro591_g172030.1";"Sro591_g172030"
"Sro591_g172040.1";"Sro591_g172040"
"Sro591_g172050.1";"Sro591_g172050"
"Sro591_g172060.1";"Sro591_g172060"
"Sro591_g172070.1";"Sro591_g172070"
"Sro591_g172080.1";"Sro591_g172080"
"Sro591_g172090.1";"Sro591_g172090"
"Sro591_g172100.1";"Sro591_g172100"
"Sro591_g172110.1";"Sro591_g172110"
"Sro592_g172120.1";"Sro592_g172120"
"Sro592_g172130.1";"Sro592_g172130"
"Sro592_g172140.1";"Sro592_g172140"
"Sro592_g172150.1";"Sro592_g172150"
"Sro592_g172160.1";"Sro592_g172160"
"Sro592_g172170.1";"Sro592_g172170"
"Sro592_g172180.2";"Sro592_g172180"
"Sro592_g172190.1";"Sro592_g172190"
"Sro592_g172200.1";"Sro592_g172200"
"Sro592_g172210.1";"Sro592_g172210"
"Sro593_g172220.1";"Sro593_g172220"
"Sro593_g172221.1";"Sro593_g172221"
"Sro593_g172230.1";"Sro593_g172230"
"Sro593_g172240.1";"Sro593_g172240"
"Sro593_g172250.1";"Sro593_g172250"
"Sro593_g172260.1";"Sro593_g172260"
"Sro593_g172270.1";"Sro593_g172270"
"Sro593_g172280.1";"Sro593_g172280"
"Sro593_g172290.1";"Sro593_g172290"
"Sro593_g172300.1";"Sro593_g172300"
"Sro593_g172310.1";"Sro593_g172310"
"Sro593_g172320.1";"Sro593_g172320"
"Sro593_g172321.1";"Sro593_g172321"
"Sro593_g172330.1";"Sro593_g172330"
"Sro593_g172340.1";"Sro593_g172340"
"Sro593_g172350.1";"Sro593_g172350"
"Sro593_g172360.1";"Sro593_g172360"
"Sro594_g172370.1";"Sro594_g172370"
"Sro594_g172380.1";"Sro594_g172380"
"Sro594_g172390.1";"Sro594_g172390"
"Sro594_g172400.1";"Sro594_g172400"
"Sro594_g172410.1";"Sro594_g172410"
"Sro594_g172420.1";"Sro594_g172420"
"Sro594_g172430.1";"Sro594_g172430"
"Sro594_g172440.1";"Sro594_g172440"
"Sro594_g172450.1";"Sro594_g172450"
"Sro594_g172460.1";"Sro594_g172460"
"Sro594_g172470.1";"Sro594_g172470"
"Sro594_g172480.1";"Sro594_g172480"
"Sro594_g172481.1";"Sro594_g172481"
"Sro594_g172490.1";"Sro594_g172490"
"Sro594_g172500.1";"Sro594_g172500"
"Sro594_g172510.1";"Sro594_g172510"
"Sro594_g172520.1";"Sro594_g172520"
"Sro594_g172530.1";"Sro594_g172530"
"Sro594_g172540.1";"Sro594_g172540"
"Sro594_g172550.1";"Sro594_g172550"
"Sro594_g172560.1";"Sro594_g172560"
"Sro595_g172570.1";"Sro595_g172570"
"Sro595_g172580.1";"Sro595_g172580"
"Sro595_g172590.1";"Sro595_g172590"
"Sro595_g172600.1";"Sro595_g172600"
"Sro595_g172610.1";"Sro595_g172610"
"Sro595_g172620.2";"Sro595_g172620"
"Sro595_g172630.1";"Sro595_g172630"
"Sro595_g172640.2";"Sro595_g172640"
"Sro595_g172650.1";"Sro595_g172650"
"Sro595_g172660.1";"Sro595_g172660"
"Sro595_g172670.1";"Sro595_g172670"
"Sro595_g172680.1";"Sro595_g172680"
"Sro595_g172690.1";"Sro595_g172690"
"Sro595_g172700.1";"Sro595_g172700"
"Sro595_g172710.1";"Sro595_g172710"
"Sro595_g172720.1";"Sro595_g172720"
"Sro596_g172730.1";"Sro596_g172730"
"Sro596_g172740.1";"Sro596_g172740"
"Sro596_g172750.1";"Sro596_g172750"
"Sro596_g172760.1";"Sro596_g172760"
"Sro596_g172770.1";"Sro596_g172770"
"Sro596_g172780.1";"Sro596_g172780"
"Sro596_g172790.1";"Sro596_g172790"
"Sro596_g172800.1";"Sro596_g172800"
"Sro596_g172810.1";"Sro596_g172810"
"Sro596_g172820.1";"Sro596_g172820"
"Sro596_g172830.1";"Sro596_g172830"
"Sro596_g172840.1";"Sro596_g172840"
"Sro596_g172850.1";"Sro596_g172850"
"Sro596_g172860.1";"Sro596_g172860"
"Sro596_g172870.1";"Sro596_g172870"
"Sro596_g172880.1";"Sro596_g172880"
"Sro596_g172890.1";"Sro596_g172890"
"Sro596_g172900.1";"Sro596_g172900"
"Sro597_g172901.1";"Sro597_g172901"
"Sro597_g172910.1";"Sro597_g172910"
"Sro597_g172920.1";"Sro597_g172920"
"Sro598_g172930.1";"Sro598_g172930"
"Sro598_g172940.1";"Sro598_g172940"
"Sro598_g172950.1";"Sro598_g172950"
"Sro598_g172960.1";"Sro598_g172960"
"Sro598_g172970.1";"Sro598_g172970"
"Sro598_g172980.1";"Sro598_g172980"
"Sro598_g172981.1";"Sro598_g172981"
"Sro598_g172990.1";"Sro598_g172990"
"Sro598_g173000.1";"Sro598_g173000"
"Sro598_g173010.1";"Sro598_g173010"
"Sro598_g173020.1";"Sro598_g173020"
"Sro598_g173030.1";"Sro598_g173030"
"Sro598_g173040.1";"Sro598_g173040"
"Sro598_g173050.1";"Sro598_g173050"
"Sro598_g173060.1";"Sro598_g173060"
"Sro598_g173070.1";"Sro598_g173070"
"Sro598_g173080.2";"Sro598_g173080"
"Sro598_g173090.1";"Sro598_g173090"
"Sro598_g173100.1";"Sro598_g173100"
"Sro598_g173110.1";"Sro598_g173110"
"Sro599_g173120.1";"Sro599_g173120"
"Sro599_g173130.1";"Sro599_g173130"
"Sro599_g173140.1";"Sro599_g173140"
"Sro599_g173150.1";"Sro599_g173150"
"Sro599_g173160.1";"Sro599_g173160"
"Sro599_g173170.1";"Sro599_g173170"
"Sro599_g173180.1";"Sro599_g173180"
"Sro599_g173190.1";"Sro599_g173190"
"Sro599_g173200.1";"Sro599_g173200"
"Sro599_g173210.1";"Sro599_g173210"
"Sro599_g173220.1";"Sro599_g173220"
"Sro599_g173230.1";"Sro599_g173230"
"Sro599_g173240.1";"Sro599_g173240"
"Sro599_g173250.1";"Sro599_g173250"
"Sro599_g173260.1";"Sro599_g173260"
"Sro599_g173270.1";"Sro599_g173270"
"Sro599_g173280.1";"Sro599_g173280"
"Sro599_g173290.1";"Sro599_g173290"
"Sro599_g173300.1";"Sro599_g173300"
"Sro599_g173310.1";"Sro599_g173310"
"Sro599_g173320.1";"Sro599_g173320"
"Sro599_g173330.1";"Sro599_g173330"
"Sro59_g033960.1";"Sro59_g033960"
"Sro59_g033970.1";"Sro59_g033970"
"Sro59_g033980.1";"Sro59_g033980"
"Sro59_g033990.1";"Sro59_g033990"
"Sro59_g034000.1";"Sro59_g034000"
"Sro59_g034010.1";"Sro59_g034010"
"Sro59_g034020.1";"Sro59_g034020"
"Sro59_g034030.1";"Sro59_g034030"
"Sro59_g034040.1";"Sro59_g034040"
"Sro59_g034050.1";"Sro59_g034050"
"Sro59_g034060.1";"Sro59_g034060"
"Sro59_g034070.1";"Sro59_g034070"
"Sro59_g034080.1";"Sro59_g034080"
"Sro59_g034090.2";"Sro59_g034090"
"Sro59_g034100.2";"Sro59_g034100"
"Sro59_g034110.1";"Sro59_g034110"
"Sro59_g034120.1";"Sro59_g034120"
"Sro59_g034130.1";"Sro59_g034130"
"Sro59_g034140.1";"Sro59_g034140"
"Sro59_g034150.1";"Sro59_g034150"
"Sro59_g034160.1";"Sro59_g034160"
"Sro59_g034170.1";"Sro59_g034170"
"Sro59_g034180.1";"Sro59_g034180"
"Sro59_g034190.1";"Sro59_g034190"
"Sro59_g034200.1";"Sro59_g034200"
"Sro59_g034210.1";"Sro59_g034210"
"Sro59_g034220.1";"Sro59_g034220"
"Sro59_g034230.1";"Sro59_g034230"
"Sro59_g034240.1";"Sro59_g034240"
"Sro59_g034250.1";"Sro59_g034250"
"Sro59_g034260.1";"Sro59_g034260"
"Sro59_g034270.1";"Sro59_g034270"
"Sro59_g034280.1";"Sro59_g034280"
"Sro59_g034290.1";"Sro59_g034290"
"Sro59_g034300.1";"Sro59_g034300"
"Sro59_g034310.1";"Sro59_g034310"
"Sro59_g034320.1";"Sro59_g034320"
"Sro59_g034330.1";"Sro59_g034330"
"Sro59_g034340.1";"Sro59_g034340"
"Sro59_g034350.1";"Sro59_g034350"
"Sro59_g034360.1";"Sro59_g034360"
"Sro59_g034370.1";"Sro59_g034370"
"Sro59_g034380.1";"Sro59_g034380"
"Sro59_g034390.1";"Sro59_g034390"
"Sro59_g034400.1";"Sro59_g034400"
"Sro59_g034410.1";"Sro59_g034410"
"Sro59_g034420.1";"Sro59_g034420"
"Sro59_g034430.1";"Sro59_g034430"
"Sro59_g034440.1";"Sro59_g034440"
"Sro59_g034450.1";"Sro59_g034450"
"Sro59_r000620.1";"Sro59_r000620"
"Sro5_g003910.1";"Sro5_g003910"
"Sro5_g003920.1";"Sro5_g003920"
"Sro5_g003930.1";"Sro5_g003930"
"Sro5_g003940.1";"Sro5_g003940"
"Sro5_g003950.1";"Sro5_g003950"
"Sro5_g003960.1";"Sro5_g003960"
"Sro5_g003970.1";"Sro5_g003970"
